id,vayu,source,answer,desc
1950,【H4】,博物杯,和歌山县,"这个地方位于日本关西地区；是关西地区近四十年唯一人口减少的县；相传这里是徐福东渡的登陆地点；这里特产柑橘、梅子等水果。"
1951,【H3】,博物杯,红毛丹,"这是一种原产自东南亚的水果；属于无患子科韶子属；可食用部位是白色肉质，味道酸甜的假种皮；果实表面密布通常是红色的细长软刺，因此得名。"
1952,【H4】,博物杯,黑色旅游,"这是一种旅游形式，这种旅游形式带来的感受并不是舒适与欢乐，是一种旅游者为缅怀与思索，前往死亡或灾难有关的区域进行的旅游，如参观战场、墓地、名人遇害处、战争纪念遗址等。"
1953,【H3】,博物杯,何祚庥,"这是一位上海人，祖籍江苏扬州，毕业于清华大学物理系，早期从事粒子理论、原子弹和氢弹理论的研究，是氢弹理论的开拓者之一，也是马列理论专家，是打击伪科学和邪教的先锋，被称为“两栖院士”。"
1954,【H3】,博物杯,红花油,"这是一种红棕色的澄清液体，有辛辣的味道，是一种外用药，与其他药物同时使用可能会发生药物相互作用，皮肤、粘膜破损处禁用。用于风湿骨痛，跌打扭伤，外感头痛，皮肤瘙痒。 "
1955,【H5】,博物杯,海上钢琴师,"是一部意大利电影；是由朱塞佩·托纳托雷执导，蒂姆·罗斯、比尔·努恩、梅兰尼·蒂埃里主演的剧情片；这部电影与音乐有关；讲述了一个在邮轮上度过一生的音乐天才的故事。"
1956,【H3】,博物杯,黄铁矿,"这是一种矿物的名字，与它含有相同元素的大部分矿物都用来炼铁，而它的主要用途是制硫酸。又被称为“愚人金”。化学式是FeS2。"
1957,【H2】,博物杯,海盗,"1.火星 2.德雷克 3.戚继光 4.加勒比 5.维京"
1958,【J4】,博物杯,绝路问津,"这是94版三国演义中第66集的标题；在剧中指诸葛亮南征受挫时，向孟节寻求安全到达秃龙洞的方法；现可用于问题无法解决时寻求指点或尝试其他方法；本意是在绝地找路或询问渡口。"
1959,【J3】,博物杯,甲骨文,"这是东亚已知最早的成体系文字之一，最早发现于河南安阳，是商朝王室为占卜记事刻在龟甲或兽骨上的文字。"
1960,【J2】,博物杯,甲烷,"这是一种化学物质，常温常压下呈气态，是重要的温室气体，也是一种重要的燃料；是最简单的有机物。"
1961,【J2】,博物杯,金龟,"1.李商隐 2.汽车 3.刘纯燕 4.蛴螬 5.独角仙"
1962,【K3】,博物杯,开心果,"这是一种干果，是漆树科黄连木属的植物，也叫阿月浑子；也用来比喻能给大家带来快乐的人。"
1963,【K4】,博物杯,库仑定律,"这是一个以人名命名的物理学定律；这个定律是众多平方反比定律中的一个；该定律描述了两个点电荷彼此相互作用的静电力；与电荷的乘积成正比，与它们之间的距离平方成反比。"
1964,【K2】,博物杯,科学,"1.客观 2.语言 3.爱迪生 4.杂志 5.白春礼"
1965,【K4】,博物杯,孔雀石绿,"这是一种化学品；是一种染色能力极强的染料，但碱性条件下会褪色；对鱼类寄生虫病有良好的防治效果，常被用于观赏鱼养殖；因为对人可能致癌，所以禁止在食用鱼养殖中添加；是一种三苯甲烷型的绿色染料。"
1966,【L5】,博物杯,兰德施泰纳/兰德斯坦纳,"1.维也纳 2.免疫学 3.18684.诺贝尔 5.ABO血型"
1967,【L2】,博物杯,林默,"这是一位福建莆田人，960年出生，去世后成为沿海人民的信仰，是掌管海航、渔业等的神。就是妈祖，这个词是她的原名。 "
1968,【L4】,博物杯,蓝色革命,"是第一产业领域的一次巨大改变；类似于由采集野生植物到人工栽培植物的转变；这个转变发生在水产领域；主要手段是人工育苗，放养到海里，在人工控制下生长，再捕捞或收割上来；该名词的含义是运用现代科学技术"
1969,【L6】,博物杯,蜡样芽孢杆菌,"是一种微生物；是一种非常常见的革兰氏阳性菌；菌落形态是白色有光泽的菌落，这种微生物因此得名；在不良环境下可以产生芽孢；又称仙人掌杆菌，是一种条件性致病菌，可能会造成食物中毒。"
1970,【L3】,博物杯,龙胆紫,"1.伤口 2.甲基 3.癌症 4.结晶 5.染色体"
1971,【L3】,博物杯,鲁冰花,"1.母亲 2.日照 3.钟肇政4.歌曲 5.羽扇豆"
1972,【L3】,博物杯,连云港,"这是一个位于华东地区的沿海城市；江苏省的海拔最高点位于这座城市；这座城市是“新亚欧大陆桥”的东方桥头堡；建国初期被称为新海连市。"
1973,【L6】,博物杯,六度分隔理论,"这是我们经常感到“世界真小”的一种解释；是20世纪60年代由心理学家米尔格拉姆提出的；他表示，一个人最多通过6个中间人；就能联系上任何一个陌生人。"
1974,【L3】,博物杯,利根川,"这是日本三大河流之一，历史上曾多次改道；是日本长度第二长，流域面积最大的河流，是东京都市圈的重要水源。"
1975,【M3】,博物杯,莫须有,"这是中古汉语的一句口语，以为“或许有”，因为秦桧诬陷岳飞时说的一句话流传于后世，现在有“欲加之罪、何患无辞”之意。"
1976,【M2】,博物杯,猫舌,"这是一种特殊的敏感体质；该词来源于日语，和一种动物有关；指的是由于口腔感觉神经末梢丰富或口腔粘膜薄导致的害怕高温饮食的体质；动漫作品中常作为一种萌属性出现。"
1977,【M4】,博物杯,蓦然回首,"这个成语出自一位豪放派词人所作的一首婉约词；有忽然明白，顿时悟透的意思；也有回忆往事的意思；而这首词描写的是元宵节的景象，题目的上一句是“众里寻他千百度”。"
1978,【M3】,博物杯,明太鱼,"这是一种鱼类"
1979,【M3】,博物杯,木天蓼,"这是一种植物的名字，这种植物可以使猫咪十分兴奋，但并不具有成瘾性，可以给宠物猫使用。是猕猴桃科猕猴桃属的植物。 "
1980,【M3】,博物杯,猫爬架,"这是是一种宠物用品，相传是一个美国的动物学者在20世纪初为了治疗日益严重的猫忧郁症而发明的，外观通常为小型多层建筑物结构，主要功能为让宠物猫能有玩乐、运动、休息的空间。"
1981,【N3】,博物杯,农杆菌,"这是革兰氏阴性菌的一个属，又名土壤杆菌，一些种类可以导致植物产生根瘤；这些种类的Ti质粒中的一段DNA可以整合入植物细胞，通常用于转基因技术。"
1982,【N4】,博物杯,逆城市化,"这是一个地理学名词，指由于交通拥堵、地价上涨等因素，部分大城市的居民迁往郊区和小都市区的过程；城市空心化是其重要表现之一。"
1983,【P7】,博物杯,平面直角坐标系,"这是由两条互相垂直，相交于原点的数轴构成的坐标系统，由法国数学家笛卡尔创建，有四个象限。"
1984,【Q2】,博物杯,钳工,"这是机械工业最古老的工种，一般从事机械难以完成的金属器件加工以及机器的调试和修理，因常使用台虎钳夹持工件而得名。"
1985,【Q3】,博物杯,青稞酒,"这是一种特色美食；流行于西藏等地区；用一种特殊的大麦酿制而成；经常和酥油茶共同提起。"
1986,【Q2】,博物杯,气候,"这是一个自然科学名词，时间尺度最长可达数百年以上，具有稳定性，指的是是大气物理特征的长期平均状态。"
1987,【R5】,博物杯,瑞克和莫蒂,"这是一部美国成人动画科幻情景喜剧，讲述了祖孙二人的家庭生活和跨维度冒险的奇幻经历。"
1988,【R3】,博物杯,日落黄,"这是一种从石油中提取的人工食用色素；可以与苋菜红共同使用以产生巧克力色；它在北欧国家被禁止使用；又名晚霞黄、夕阳黄、橘黄、食用黄色3号。"
1989,【R8】,博物杯,人类的群星闪耀时/人类群星闪耀之时,"这是一本书的名字，记录了一些真正的具有世界历史意义的人物和时刻，作者是奥地利作家茨威格，其中的《南极探险的斗争—斯科特》一文被选入初中语文课本。"
1990,【S4】,博物杯,十二指肠,"这是人体消化道的一段，因其长度而得名；是小肠的最前段，连接了胃和空肠，有胆囊和胰腺导管的开口。"
1991,【S4】,博物杯,水力发电,"这是获得电能的一种方式，是目前人类社会应用最广泛的可再生能源；利用了水的重力势能，即建设大坝蓄水，放水时使流水推动轮机来发电。"
1992,【S8】,博物杯,水善利万物而不争,"这句话出自《道德经》，被化用作河海大学校歌中的一句；通过描述水具有的种种特性，论证了最高的“善”是怎样的。"
1993,【S6】,博物杯,神奈川冲浪里,"这是日本最著名的浮世绘作品之一，是葛饰北斋绘制的木版画，《富岳三十六景》之一；图中有在波涛中奋力前行的三只渔船和远方的富士山。"
1994,【S3】,博物杯,身份证,"这是一种中国具有而美国不具有的物品；是由国家或地区政府发行予公民；上面有公民的姓名、性别、出生日期等个人信息的卡片；在唐朝已经出现了它的雏形，即朝廷分发给官员的“鱼符”。"
1995,【S2】,博物杯,山竹,"这是一种产自热带的水果，属于藤黄科藤黄属；和榴莲为“夫妻果”，被称为“果王”和“果后”；外果皮为暗紫色，内果皮可食用，为白色瓣状；为宝可梦中“甜竹竹”的原型。"
1996,【S3】,博物杯,书名号,"这是一个标点符号；现在的书写形式来自于俄语；一般成对使用，有单和双两种写法；是用于标明书名、篇名、报刊名、文件名、戏曲名、歌曲名、图画名等的标点符号。"
1997,【S3】,博物杯,史莱姆,"1.1958 2.果冻 3.黏菌 4.魔塔"
1998,【S7】,博物杯,四海翻腾云水怒,"这是毛主席词中的一句，这首词在1963年创作，主题是反霸权主义。这一句与后一句同为对世界革命形势的艺术概括，后一句是“五洲震荡风雷激”。"
1999,【S7】,博物杯,山回路转不见君,"这是岑参到塞外出任判官，接替前任回朝时所作的诗中的一句。通过对山路的描写表达了对友人的依依惜别之情。下一句是“雪上空留马行处”。"
2000,【S2】,博物杯,山楂,"这是一种蔷薇科植物，是常见的水果，也可作药用；一首苏联歌曲提到该植物的植株以描述爱情；是冰糖葫芦的常见原料之一。"
2001,【S2】,博物杯,寿光,"这是山东的一个县级市，位于山东半岛中部，潍坊市。以蔬菜产业闻名全国，是全国最大的蔬菜集散中心。"
2002,【T4】,博物杯,托里拆利,"这是一个意大利的物理学家，是伽利略的学生，用装满水银的玻璃管测出了大气压的数值。"
2003,【T4】,博物杯,托卡马克,"这是一种装置，由苏联人首先发明，名字来源于环形、真空室、磁、线圈，是一种利用磁约束来实现受控核聚变的环形容器。"
2004,【T3】,博物杯,托托神,"这是埃及神话中一位神的名字，传说他书写了死亡之书，被描述为长有朱鹭头或是狒狒头的人形，是埃及神话中智慧和学习之神。"
2005,【T3】,博物杯,拓扑学,"是一门学科；最早指研究地形、地貌的有关学科；现在指研究几何图形或空间在连续改变形状后还能保持不变的一些性质的学科；它只考虑物体间的位置关系而不考虑它们的形状和大小；该领域中著名的问题有四色问题、哥尼斯堡七桥问题等。"
2006,【T4】,博物杯,天工开物,"这是一部中国古代的著作，记录了大量先进的农业和手工业技术，作者是明朝的一位学者，这本书被称为“中国17世纪的工艺百科全书”。"
2007,【T4】,博物杯,脱式计算,"是一个数学学科术;即递等式计算，把计算过程完整写出来的运算，也就是脱离竖式的计算。"
2008,【T5】,博物杯,天涯若比邻,"这句话出自一首初唐的送别诗；如今常用于形容现代社会通讯技术的高度发达；诗人用这句话来安慰即将前往蜀州的朋友；上一句是“海内存知己”。"
2009,【T6】,博物杯,脱氧核糖核酸,"这是一种高分子化学物质；具有双螺旋结构；有传递和储存遗传信息的功能；英文缩写是DNA。"
2010,【T3】,博物杯,托拉斯,"这是一种中国在60年代曾大力推广的经营模式；是英语单词“Trust”的音译；是指在一个行业中一家公司通过收购、托管等形式，兼并大量同行企业的垄断形式；如美国美孚石油公司。"
2011,【T3】,博物杯,甜不辣/天妇罗,"这种食物的中文名来源于日本；但它其实是由葡萄牙人最先发明的；经常作为关东煮、麻辣烫等食物的原材料；是将鱼虾肉打成浆，加淀粉塑形后炸制而成的。"
2012,【T3】,博物杯,酞菁蓝,"这是一种含铜有机颜料，邻苯二腈是其原料之一；是一种蓝色晶体，色泽鲜艳，又叫颜料蓝15。"
2013,【W7】,博物杯,未若柳絮因风起,"这句话出自《世说新语》中记载的一则故事；是在一次家庭聚会中；表现谢道韫才华的一句比喻；故事中认为它比”撒盐空中差可拟”更好。"
2014,【W7】,博物杯,我失骄杨君失柳,"这句诗表面上提到了两种同属一科的植物，实际是在缅怀两位革命先烈；是毛主席的词《蝶恋花·答李淑一》的首句。"
2015,【W4】,博物杯,五谷丰登,"这个成语出自《六韬》，这也是三国杀中的一张卡牌，使用这张卡牌时，在场的角色均可获得一张牌；成语的意思是年成好，粮食丰收。"
2016,【X2】,博物杯,湘潭,"这是位于中国南方地区的一座城市，又名“莲城”；这里是毛主席故居所在地，也是湖南最大城市群的三座主要城市之一。"
2017,【X4】,博物杯,新月沃地/新月沃土,"这是一个由美国考古学家詹姆士·布雷斯特德提出的地理学名词；指西亚两河流域附近肥沃的土地；这里诞生了古老的美索不达米亚文明；该词的由来与该地区的形状像一轮弯月有关。"
2018,【X4】,博物杯,休斯效应,"这是人类活动导致的一种现象。即人类开采古老的化石燃料并燃烧排放二氧化碳，导致大气中碳元素的同位素间比值的变化，放射性的C14比例减小。"
2019,【X3】,博物杯,徐福记,"这是一个著名品牌，公司总部位于广东东莞，由来自台湾的四兄弟于1992年在中国大陆注册创立，专注于生产经营糖果、糕点等休闲食品。"
2020,【X3】,博物杯,徐肇开,"这是一个人名；他的事迹收入了新西兰档案馆，成为了新西兰国史的一部分；他是广东人，清末前往新西兰“淘金”，为新西兰经济发展做出了巨大贡献；他创办了昌善堂，为华人移民提供帮助；他死后，遗体由“文特诺”号运回中国，但该船在赫基昂加港附近沉没，他与400余具华人遗骨长眠他乡。"
2021,【Y7】,博物杯,一蓑烟雨任平生,"这是一句词，写出了苏轼面对人生坎坷乐观旷达的心境，意思是披着蓑衣在风雨里过一辈子也处之泰然，是《定风波》上阕的最后一句。"
2022,【Y4】,博物杯,洋务运动,"是一个历史名词；该事件发生在中国近代；具体时间是19世纪60年代；主要代表人物由李鸿章、左宗棠等；口号是“自强”“求富”。"
2023,【Y4】,博物杯,伊索寓言,"这是古希腊的一部文学作品，由一系列故事组成；故事的主人公通常为各种动物；具有很高的文学价值，也蕴含着人生智慧；我们熟悉的《龟兔赛跑》、《狼来了》等作品就出自这部作品。"
2024,【Y5】,博物杯,月出惊山鸟,"这句诗用了以动衬静的手法，写出了深夜山中的宁静。出自王维的《鸟鸣涧》，下一句是“时鸣春涧中”。"
2025,【Y5】,博物杯,莺歌海盐场,"这是位于海南省乐东黎族自治县的一个海盐场，是海南岛最大的海盐场，与长芦盐场、布袋盐场并称为我国三大盐场。"
2026,【Y4】,博物杯,鱼香肉丝,"这是川菜的一道代表性菜品，主料是猪肉，用泡红椒、泡姜等调味料调制出鱼香味，虽然菜名中有“鱼”字但菜中并没有鱼。"
2027,【Y5】,博物杯,元素周期表,"这是门捷列夫最早完成的，依原子序数、核外电子排布情况和化学性质的相似性来排列化学元素的表格。 "
2028,【Z8】,博物杯,中国汉字听写大会,"这是一部大型文化类竞技节目，从2013年至2015年共播出三届，导演是关正文，在中央电视台综合频道和科教频道同步播出，节目的主要形式是汉字听写。"
2029,【Z4】,博物杯,中南大学,"这是一所位于长江以南的985工程高校，这所学校的校徽为蓝色，在工学、医学领域均取得了不小的成就，尤其是有色金属冶金、材料科学和采矿工程，均位于全国前列。"
2030,【Z2】,博物杯,竹鼠,"这是一种动物，属于“三有”保护动物，近年来逐渐进入人们的视野。因为两位江西养殖户成为大量梗的来源，会因中暑、内伤等被以不同方式吃掉。"
2031,【Z7】,博物杯,众人划桨开大船,"这是一首歌的名字，首次在1993年中央电视台春节联欢晚会上由歌手付笛声演唱。歌曲用劳动号子风格赞美了齐心协力，团结互助的精神。"
2032,【Z5】,博物杯,再向虎山行,"这是一部电视剧的名字。这是一部爱国武侠片，由徐小明导演，主要角色有姜铁山、容沧海等，片尾曲歌词中有“头上朗月，明灯一盏，何惧无路往返”这样大气的句子。"
2033,【Z2】,博物杯,钻石,"1.6 2.10 3.四月 4.南非"
2034,【Z2】,博物杯,主权,"这是一个国家对其管辖区域所拥有的；至高无上的、排他性的政治权力；是对内立法、司法、行政的权力来源；即“自主自决”的最高权威。"
2035,【Z4】,博物杯,祖暅原理,"这是几何学里的一个定理；是由中国数学家提出的定理之一；可以用来求立体图形的体积；原文为“缘幂势既同，则积不容异”，即等高处横截面积相等同高立体体积相等。"
2036,【Z4】,博物杯,朝花夕拾,"这是一个成语，也是鲁迅的一本回忆录集；这个词的意思是之前发生的事又重新提起。"
2037,【S4】,随蓝中秋百词斩-鉝貓,三潭印月,"这个景观是苏轼所建，位于西湖的一个湖心岛上，是人民币1元背面图案。"
2038,【A6】,随蓝中秋百词斩-鉝貓,阿波罗十一号,"这是NASA的一次发射任务，在此次任务中，阿姆斯特朗迈出了“人类的一大步”。"
2039,【Y5】,随蓝中秋百词斩-鉝貓,有三秋桂子,"这句词描写的是“东南形胜”之一，即秋季万里飘香的桂花。下一句是“十里荷花”。"
2040,【C3】,随蓝中秋百词斩-鉝貓,长相思,"这句诗，也是这首诗的题目，是李白在长安所写。“上有青冥之长天”出自这首诗。"
2041,【K6】,随蓝中秋百词斩-鉝貓,枯藤老树昏鸦,"这句曲使用了列锦的手法，描写了三个衰败的景物，表现了作者思念断肠的心情。作者马致远。"
2042,【G3】,随蓝中秋百词斩-鉝貓,郭杜林,"这是国家非物质文化遗产“月饼制作技艺”的传承单位之一，相传最初是太原郭姓、杜姓、林姓三位面点师傅由于一次发面失败做成的月饼。"
2043,【L2】,随蓝中秋百词斩-鉝貓,露娜,"这一名称并不固定指一位特定的神话人物。它是罗马神话中月亮之神的统称。拉丁语Luna。"
2044,【T3】,随蓝中秋百词斩-鉝貓,土卫六,"这是太阳系第二大卫星，拥有非常厚的大气层，大气层下有由甲烷和液氮构成的海洋。又叫泰坦。"
2045,【H4】,随蓝中秋百词斩-鉝貓,花好月圆,"这个成语描述了一个完美的景色状态，多用于新婚贺词。出自《木兰花·人意共怜花月满》。"
2046,【M2】,随蓝中秋百词斩-鉝貓,茉莉,"这是2009年中秋前后到达强度巅峰的台风，其形态浑圆，被网友戏称为“月饼”。这个台风的名称来自一种木犀科素馨属的植物。"
2047,【G4】,随蓝中秋百词斩-鉝貓,古朗月行,"这首诗写了作者对于月亮的几种幻想，包括月亮上的神话场景，和将月亮比喻成盘子、镜子。作者李白。"
2048,【L2】,随蓝中秋百词斩-鉝貓,胧月,"这个词有多重含义，既是明月的意思，也是日本对12月的称呼，同时还是景天科风车草属的一种著名多肉植物。"
2049,【M3】,随蓝中秋百词斩-鉝貓,莫兰蒂,"这是一个热带气旋的名称，这个气旋是其所在洋区最强的气旋之一，它在16年中秋前后登陆了厦门，并被除名。"
2050,【L5】,随蓝中秋百词斩-鉝貓,拉格朗日点,"这是6个可以和已有大型天体的轨道稳定共存其他天体的点，目前”鹊桥“号中继卫星就在月球的其中一个点上。"
2051,【X4】,随蓝中秋百词斩-鉝貓,晓风残月,"这句词描写了一个凄凉的风景，是作者离别后对明早醒来看到的场景的假设。出自柳永的《雨霖铃》。"
2052,【X4】,随蓝中秋百词斩-鉝貓,细斟北斗,"这是作者在洞庭湖泛舟时的想象，他要把西江水盛进北斗七星做成的勺子中请天地万物做客。出自张孝祥《念奴娇·过洞庭》"
2053,【L4】,随蓝中秋百词斩-鉝貓,两处闲愁,"这句词是词人在秋天想念丈夫时所写，她觉得此时与她分别已久的丈夫应该也在他乡和她一样忧愁相思。"
2054,【C2】,随蓝中秋百词斩-鉝貓,蟾蜍,"这类动物的部分物种背上储存有毒液，因此也被人称作“癞蛤蟆”。"
2055,【D5】,随蓝中秋百词斩-鉝貓,东京梦华录,"这是一部记述北宋都城开封城市风俗人情的笔记体散文。作者孟元老。书中最早记载了食月饼的习俗。"
2056,【M7】,随蓝中秋百词斩-鉝貓,明月明年何处看,"这句诗是作者的感慨，他在中秋节赏月时，想到今宵美景，对明年是否还能和兄弟一起在此地欣赏明月提出担忧。出自苏轼《阳关曲·中秋月》"
2057,【S7】,随蓝中秋百词斩-鉝貓,三五盈盈还二八,"这句词描写的是月亮由盈转亏的过程，用两个乘法口诀表示十五和十六。上一句是“草头秋露流珠滑”。"
2058,【S7】,随蓝中秋百词斩-鉝貓,石破天惊逗秋雨,"这句诗以通感的手法描写了琴声，说琴声就像惊破了补天石化作雨水而下。出自李贺《李凭箜篌引》。"
2059,【J2】,随蓝中秋百词斩-鉝貓,静海,"这是月球表面最大的一片盆地，面积约为42万平方公里。同时这也是天津一个市辖区以及唐末一个节度使的名字。"
2060,【Q5】,随蓝中秋百词斩-鉝貓,钱塘江大潮,"这个奇观发生于农历八月十六日至十八日，由喇叭形河口造成，海水最多可以沿杭州湾逆流50公里。"
2061,【Y4】,随蓝中秋百词斩-鉝貓,月明星稀,"这个成语一般描绘的是月中的景象，由于月光的影响，天上肉眼可见的恒星变少了。下一句是“乌鹊南飞”。"
2062,【S3】,随蓝中秋百词斩-鉝貓,朔望月,"这个词是指月球绕地球公转相对于太阳的平均周期，为月相盈亏的平均周期。平均为29.53059天。"
2063,【Y2】,随蓝中秋百词斩-鉝貓,月华,"这是一种大气光学现象，属于光的衍射，表现为月亮周围又一圈彩色的光斑，一般外周呈现红褐色。"
2064,【Z2】,随蓝中秋百词斩-鉝貓,芝麻,"这是月饼的一种常见馅料，一般将原料碾碎成糊状加入。该原料属于唇形科，是重要的油料作物。"
2065,【B4】,随蓝中秋百词斩-鉝貓,丙辰中秋,"这是苏轼词《水调歌头·明月几时有》的写作时间，以天干地支纪年。"
2066,【D4】,随蓝中秋百词斩-鉝貓,大喜过望,"这个成语是谜语“中秋后结婚”的谜底。意思是结果比期望值还要好，因而感到特别囍疯。"
2067,【M7】,随蓝中秋百词斩-鉝貓,明月何曾是两乡,"这句诗是作者在送别友人时所写，意思是就算是在两地，明月也是一样的。上一句是“青山一道同云雨”。"
2068,【G3】,随蓝中秋百词斩-鉝貓,广寒宫,"这是月球最高城（划掉），是月球上神仙居住的地方，有太阴星君、月神、月光娘娘、吴刚、嫦娥、玉兔、青女等。"
2069,【Y3】,随蓝中秋百词斩-鉝貓,月溪明,"这是作者在日夜行舟时的一个片段，作者经过了月光照射下波光粼粼的溪水。出自苏轼的《行香子·过七里濑》。"
2070,【D3】,随蓝中秋百词斩-鉝貓,稻香村,"这是两个老字号的名字，一家位于北京，一家位于江苏，这两家老字号都以传统糕点、甜点、果脯为主要经营范围。"
2071,【W7】,随蓝中秋百词斩-鉝貓,吴刚捧出桂花酒,"这是作者妻子去世后作者幻想其忠魂来到月球上受到神仙的招待。上一句是“问讯吴刚何所有”。"
2072,【Q5】,随蓝中秋百词斩-鉝貓,秋蝉鸣树间,"这句诗出自古诗十九首，描写的是秋天的景色，即知了在林子里叫。下一句是“玄鸟逝安适”。"
2073,【W7】,随蓝中秋百词斩-鉝貓,唯见江心秋月白,"这是一曲终了时，万籁俱寂，作者看到的景象，此时，只有一轮明月照在清冷的秋江上。出自《琵琶行》。"
2074,【B4】,随蓝中秋百词斩-鉝貓,半影月食,"这是一种天文现象，是月亮绕地球公转过程中，通过地球半影但并未经过地球本影的一种特殊天文现象。"
2075,【Y3】,随蓝中秋百词斩-鉝貓,月光光,"这是一首著名的客家民谣，同时也是歌词第一句，以月亮起兴。后面的歌词是“秀才郎，骑白马，过莲塘……”。"
2076,【M2】,随蓝中秋百词斩-鉝貓,明月,"1.夜 2.天山 3.举杯 4.举头"
2077,【M2】,随蓝中秋百词斩-鉝貓,满月,"1.十五 2.剃头出窝 3.乞名 4.雕弓"
2078,【Y5】,随蓝中秋百词斩-鉝貓,月光奏鸣曲,"这篇乐章表现了曲师的幽怨感情，全称升C小调第十四钢琴奏鸣曲，曲师贝多芬。"
2079,【S6】,随蓝中秋百词斩-鉝貓,水中藻荇交横,"这是作者对影子的一个比喻，在月光下，树影婆娑，就像是水中的植物随波交互摇曳。"
2080,【D5】,随蓝中秋百词斩-鉝貓,第谷环形山,"这是月球表面最显眼的一座环形山，周围有12条辐射纹理。以丹麦天文学家第谷布拉赫命名。"
2081,【S3】,随蓝中秋百词斩-鉝貓,树中秋/竖中秋,"这是南方中秋节的一种风俗，即将纸扎的兔子形、杨桃形灯横挂在短竿上，再纵向挂在长杆上，高举游街或挂在高处。"
2082,【B7】,随蓝中秋百词斩-鉝貓,八月十五云遮月,"这是一句谚语，反映的是150天的气候规律。即如果中秋节当天是阴雨天气，那么上元节当天大概率也是阴雪天气。"
2083,【F4】,随蓝中秋百词斩-鉝貓,丰镇月饼,"这是晋式月饼的一种，又叫混糖月饼，其特点是将多种糖揉进面中制作月饼，而没有馅料。因为以内蒙古相关地名出产的最为有名而得名。"
2084,【M2】,随蓝中秋百词斩-鉝貓,明月,"1.照 2.何时 3.几时 4.惊鹊"
2085,【S2】,随蓝中秋百词斩-鉝貓,神池,"这个地方以晋式月饼出名。位于山西省忻州市，名称来源于一处旱涝不沾且因Al含量过高不生动植物的泉水。"
2086,【C3】,随蓝中秋百词斩-鉝貓,嫦娥石,"这是一种磷酸盐矿石，组成式Ca8YFe(PO4)7，由国家航天局在月壤中发现。"
2087,【B3】,随蓝中秋百词斩-鉝貓,毕星团,"这是距离地球最近的疏散星团，主体位于二十八星宿中的毕月乌。距离地球130光年左右，但金牛座最亮星毕宿五不属于该星团。"
2088,【G4】,随蓝中秋百词斩-鉝貓,桂殿兰宫,"这个成语中的建筑物本指神仙居住的地方，用来形容建筑物的华丽。出自《滕王阁序》。下一句是“列冈峦之体势”。"
2089,【J7】,随蓝中秋百词斩-鉝貓,今夜月明人尽望,"这句诗描写的是中秋节人人赏月的习俗。作者此时庭中地面被月光照亮。下一句是“不知秋思落谁家”。"
2090,【B4】,随蓝中秋百词斩-鉝貓,八月在宇,"这句诗反映的是动物物候，讲的是蟋蟀八月份来到屋檐下取暖。出自《诗经·七月》"
2091,【Y2】,随蓝中秋百词斩-鉝貓,月晕,"这是一种大气光学现象，是月光在冰晶的折射下带有的光环，常见的角度为22°，民间认为它是第二天起风的预兆。"
2092,【C4】,随蓝中秋百词斩-鉝貓,层林尽染,"这句词是作者秋天登沙洲时看到的情况，此时周围的高低森林树叶就和被染了色一样。下一句是“漫江碧透”。"
2093,【Q7】,随蓝中秋百词斩-鉝貓,秋天漠漠向昏黑,"这是杜甫在草堂居住时的一个场景，临近秋日傍晚，天色渐黑，风雨即将来临。"
2094,【N5】,随蓝中秋百词斩-鉝貓,霓裳羽衣曲/霓裳羽衣舞,"这首传统歌舞相传是由唐玄宗梦游月宫后听得仙乐所作，或有理论认为《婆罗门曲》改编。此曲在安史之乱后失传。"
2095,【S3】,随蓝中秋百词斩-鉝貓,双合成,"这是一个老字号的名字，是清朝时期位于太原的一家糕点店和位于今石家庄的一家糕点店合并而来，也因此得名。"
2096,【E4】,随蓝中秋百词斩-鉝貓,二泉映月,"这首曲由不断改变的同一乐句组成，使用了大量的滑音和装饰音。曲师华彦钧。是二胡9级考级曲目。"
2097,【R4】,随蓝中秋百词斩-欧姆,如日之升,"这句诗出自《诗经·小雅·天保》，是一系列比喻句中之一。这些比喻句用于歌颂和祝福君主。这句诗及其对偶句用于祝福逐渐臻于强盛与完善，用来祝颂人的官运亨通。它的上一句为“如月之恒”。"
2098,【R7】,随蓝中秋百词斩-欧姆,人攀明月不可得,"这句李白的诗写的是一个自然事物与人的关系。这一自然事物人可望而不可即，却又时时激发着人类的求索欲。后一句诗则从另一个方面描写了这一自然事物与人时刻伴随的一方面。前一句诗为，“我欲停杯一问之”。"
2099,【X3】,随蓝中秋百词斩-欧姆,哮天犬,"这是一只古代神话中的生物，其原型为一种中国本土原产的家畜品类，常用于狩猎活动。在神话传说中这只生物由二郎神杨戬蓄养，在《封神演义》中首次得名。"
2100,【J7】,随蓝中秋百词斩-欧姆,皎皎空中孤月轮,"这句诗出自唐人张若虚的作品。不同于其他句子，这句诗描绘了单一的景物，与上句组合，形成了一种清雅开阔的感觉。它的后两句则注重讨论人与自然景物的关系。"
2101,【Y4】,随蓝中秋百词斩-欧姆,月出皎兮,"这句诗出自所谓“窈窕之章”的第一句，该诗也是一首情诗。此句描绘了一种纯洁明亮的光芒，进而映衬得美人的脸庞更加姣好。下一个诗节的第一句是，“月出皓兮”。"
