id,level,word,competition,flag,pinyin,definition,example
72356,1,活力害兔,W,0,Huó-lì-hài-tù,陕西省神木市的一个村庄，名称来源蒙古语音译。,
72357,1,钏路市,W,0,Chuàn-lù Shì,北海道第四大城市，是北海道东部的交通枢纽。,
72358,1,甲斐国,W,0,Jiǎ-fēi Guó,日本战国时期城池，现为山梨县。,
72359,1,若狭町,W,0,Ruò-xiá Tǐng,日本中部地名，面朝日本海，与京都相邻。,
72360,1,网走,W,0,Wǎng-zǒu,北海道东北部最大城市，以水产为主要产业。,
72361,1,与论岛,W,0,Yǔ-lùn Dǎo,鹿儿岛县最南端岛屿，属于珊瑚礁。,
72362,1,冀方,W,0,Jì-fāng,中原地区。,
72363,1,芹洋乡,W,0,Qín-yáng Xiāng,宁德市寿宁县西南部辖区，水力资源丰富。,
72364,1,交部,W,0,Jiāo-bù,汉武帝所设十三个刺史管辖区之一。,【例句】《南齐书・州郡志上》：“广州，镇南海。滨际海隅，委输交部。”
72365,1,峂峪,W,0,Tóng-yù,北京市海淀区老村名，在今天的北京植物园后山。,
72366,1,开塞利,W,0,Kāi-sài-lì,土耳其中部城市，位于埃尔基亚斯山山麓。,
72367,1,飞驒市,W,0,Fēi-tuó Shì,日本岐阜县最北端城市，《你的名字》故事发生地。,
72368,1,达契亚,W,0,Dá-qì-yà,古代王国，位于多瑙河中游，后成为罗马帝国的一部分。,
72369,1,罟寮,W,0,Gǔ-liáo,全球建设成本最高的一座海上主题公园，位于广东汕尾。,
72370,1,阴那山,W,0,Yīn-nà Shān,广东省梅县区景点，是粤东三胜之一。,
72371,1,榔芽村,W,0,Láng-yá Cūn,在安徽省黄山市歙县南86公里，属于璜田乡管辖，地处新安江水库上游。,
72372,2,奤夿屯,W,0,Hǎ-bā Tún,地名，在北京市昌平区，名称来源于元朝在北京建都时，在此屯兵屯粮。,
72381,3,马桶里,N,0,Mǎ-tǒng-lǐ,是浙江省台州市温岭市大溪镇的一个地方。,
72382,1,崞阳,N,0,Guō-yáng,镇级地名，隶属于山西省忻州市原平市，地处原平市中东部。,
72383,1,山南,N,0,Shān-nán,是中国西藏自治区下辖地级市，位于冈底斯山至念青唐古拉山以南。,
72384,1,义乌,N,0,Yì-wū,浙江省辖县级市，由金华市代管，是一个商品批发中心。,
72385,1,老挝,N,0,Kǎo-wō,是一个位于东南亚的国家，首都为万象。,
72386,1,智利,N,0,Zhì-lì,是一个位于南美洲的国家，是全世界最狭长的国家。,
72387,3,天水,N,0,Tiān-shuǐ,地名，是甘肃省的下辖地级市。,
72388,2,洱海,N,0,Ěr hǎi,是云南省大理市内的一个风景区，是一个形状像耳朵一样的湖泊。,
72389,1,凡尔赛,N,0,Fán-ěr-sài,是法国巴黎的卫星城以及伊夫林省省会，也比喻以委婉的方式表达优越。,
72390,1,河套,N,0,Hé-tào,是一种地形的名字，被河流三面包围的地方叫河套地区。,
72391,1,省尾国角,N,0,Shěng-wěi Guó-jiǎo,是潮汕地区的潮汕人对潮汕本地的称呼。,
72392,1,黑山,N,0,Hēi-shān,国家名，位于欧洲巴尔干半岛中西部，是世界上面积最小的国家之一。,
72393,1,大阪,N,0,Dà-bǎn,是日本的一个大城市，位于本州岛中部。,
72394,1,猗氏,W,0,Yī-shì,镇名（原县名），在山西运城。,
72395,1,颐和园,D,0,Yí-hé Yuán,中国清朝时期皇家园林，是保存最完整的一座皇家行宫御苑，被誉为“皇家园林博物馆”。,
72396,1,曲阜,D,0,Qū-fù,市名。在山东省济宁市东北部。,
72397,1,平型关,D,0,Píng-xíng Guān,在山西省繁峙县东北边境。长城要口之一。地势险要，为晋北交通要冲。,【例句】陈毅《过太行山书怀》诗：“平型雁门捷，阳堡显奇迹。”
72398,1,贵霜帝国,D,0,Guì-shuāng Dì-guó,曾存在于中亚的古代盛国，鼎盛时期疆域从今日的塔吉克斯坦绵延至里海、阿富汗及恒河流域。,
72399,1,张掖,D,0,Zhāng-yè,古称甘州，是甘肃省辖地级市，地处河西走廊中段，自古以来就是丝绸之路商贾重镇和咽喉要道,
72400,1,珠玑巷,D,0,Zhū-jī Xiàng,中华民族拓展南疆的中转地，被称为广府人的祖居之地，是中国三大寻根地之一，也是广府文化的发祥地。,
72401,1,巽他群岛,D,0,Xùn-tā Qún-dǎo,马来群岛主要部分，位于太平洋与印度洋之间。由大巽他群岛和努沙登加拉群岛组成。,
72402,1,豫章,D,0,Yù Zhāng,古郡名，治所在今江西南昌。,【例句】《南史・王俭传》：“丹阳尹袁粲闻其名，及见之曰：‘宰相之门也。栝栢豫章虽小，已有栋梁气矣，终当任人家国事。’”
72403,1,阌乡,G,0,Wén xiāng,河南省旧县名，1954年撤销，并入灵宝县（今灵宝市）,
72404,1,新砦/新寨,G,0,Xīn-zhài,新石器时代遗址，位于河南省新密市,
72405,1,雪梨,Y,0,Xuě-lí,对澳大利亚城市悉尼的旧译，如今港澳台地区仍有沿用该称呼。,
72406,1,高驸/高附,Y,0,Gāo-fù,《汉书》对如今阿富汗喀布尔城的译名。,
72407,1,牂牁,Y,0,Zāng-kē,汉代起出现的区域名，现今贵州西南部、云南东部和广西西北部一带。,
72408,1,德文郡,Y,0,dé wén jùn,英格兰西南部的行政单位，“泥盆纪”即得名于当地该时期的典型地层。,
72409,1,大叻,Y,0,dà lè,越南西南部西原地区的重要城市，海拔较高而气候宜人。,
72410,1,震泽,Y,0,zhèn zé,太湖的古称之一。,【例句】《书・禹贡》：“三江既入，震泽厎定。”
72411,1,梁园,Y,0,liáng yuán,梁孝王刘武营造的规模宏大的皇家园林。,【例句】事见《史记・梁孝王世家》南朝齐王融《奉辞镇西应教》诗：“霤庭参辩奭，梁苑豫才邹。”
72412,1,叻埠,G,0,lè bù,华侨对新加坡的称呼。,
72413,1,下北泽,G,0,xià běi zé,日本东京的一个商业和娱乐区，以密集的小商品店、酒吧、音乐厅等年轻场所而闻名。,
72414,1,昭陵,G,0,zhāo líng,唐太宗李世民的陵寝。,【例句】前蜀韦庄《闻再幸梁洋》诗：“兴庆玉龙寒自跃，昭陵石马夜空嘶。”
72415,1,罽宾,W,0,jì bīn,汉代对喀布尔河及里海的音译。,【例句】唐・玄奘《大唐西域记》作“迦湿弥罗”，即今之克什米尔。
72416,1,北竿岛,W,0,běi gān dǎo,福建连江县岛屿，台湾省实际管辖。,
72417,2,漷县镇,W,0,huǒ xiàn zhèn,北京市通州区下辖镇。地处通州区东南部。,
72418,1,下埃及,W,0,Xià āi jí,开罗及尼罗河三角洲地区。,
72419,3,御堂筋线,G,0,yù táng jīn xiàn,大阪的一条地铁线路，是大阪的第一条地铁线路，沟通大阪和堺市的南北大动脉，也是大阪乘坐人数最多的地铁线路。,
72420,1,饭坂温泉,G,0,fàn bǎn wēn quán,位于日本福岛县的温泉，与宫城县的秋保温泉、鸣子温泉并称为“奥州三名汤”。,
72421,1,高句丽,G,0,gāo gōu lí,公元前一世纪至公元七世纪活动于中国东北与朝鲜半岛一带的边疆政权。,【例句】《旧唐书・高丽传》：高句丽，本扶馀之别种也，高句丽盛时，疆域广袤。
72422,1,察布查尔,W,0,chá bù chá ěr,伊犁哈萨克自治州的一个县，主要民族为锡伯族。,
72423,1,滑浚站,W,0,Huá Xùn Zhàn,郑州到济南高铁的一个中间站，是第一座跨县设置的高铁站。,
72424,1,鹤市,Y,0,hè shì,代指姑苏，即江苏省苏州市。,【例句】明・李士标《秋日偕卞润移棹虎丘》诗：“虎疁北拒通关路，鹤市西来尽佛宫。”
72425,1,较场尾,Y,0,jiào cháng wěi,地名，在广东深圳。,
72426,1,中咱镇,Y,0,zhōng zán zhèn,地名，在四川，意为藏语“古堡下的地方”。,
72430,1,威海卫,Y,0,wēi hǎi wèi,我国北方军港，曾为清朝北洋水师基地，位于山东半岛。,
72431,1,西双版纳,Y,0,xī shuāng bǎn nà,地名，为云南省八个自治州之一。,
72432,1,六滧港桥,Y,0,liù xiào gǎng qiáo,也名，在上海崇明区。,
72433,1,外蒙古,Y,0,wài mēng gǔ,即蒙古国，与我国的内蒙古相对。,
72434,1,杭州西湖,Y,0,háng zhōu xī hú,全国著名景点，位于浙江。,
72435,1,涩谷,D,0,sè gǔ,日本东京的一个区，东京最具代表性的商圈之一。,
72436,1,葑门,D,0,fèng mén,苏州城东的一座古城门，盛产茭白。,
72437,3,安阳,Y,0,ān yáng,中国历史文化名城之一，被誉为“汉字之都”，位于河南。,
72438,1,湖沦,Y,0,hú lún,地名，为山中的大市，在江苏。,
72439,1,氏置水,Y,0,shì zhì shuǐ,即党河，一条位于我国西北的内陆河,
72440,1,东瓜镇,W,0,Dōng guā Zhèn,县级楚雄市下辖行政区划。,
72441,1,杨疃镇,W,0,Yáng tuǎn zhèn,安徽省灵璧县下辖行政区划，与埇桥区相邻。,
72442,1,历市镇,W,0,Lì shì Zhèn,江西省定南县下辖行政区，位于该县中部。,
72443,1,醇亲王府,W,0,Chún qīn wáng fǔ,奕譞的住宅，位于太平湖东里。,
72444,1,浉河区,W,0,Shī hé qū,信阳市辖区，即原信阳县。,
72445,1,鹞落坪,W,0,Yào luò píng,一处国家自然保护区，位于安徽省岳西县。,
72446,1,锡尼镇,W,0,Xī ní Zhèn,内蒙古杭锦旗政府驻地。,
72447,1,列拿士,W,0,Liè ná shì,香港一个地台的名字，因为将“亚历山大”读反得名。,
72448,1,惜福镇,W,0,Xī fú Zhèn,行政区划名，在青岛城阳区。,
72449,1,银锭观山,W,0,Yín dìng guān shān,北京后海八景之一，曾经被高楼遮挡，现已恢复。,
72450,1,岿美山镇,W,0,Kuī měi shān Zhèn,江西省最南端的几个乡镇之一，境内有布依山谷风景区。,
72451,1,冥厄三塞,W,0,Míng è sān sài,春秋时楚国兴建的几座关隘的合称。,
72452,1,裕国,D,0,yù guó,原名沈阳西站，是沈阳市于洪区的一个铁路车站，隶属于沈山铁路。得名于清帝皇太极祭祖时见到稻田丰收。,
72453,1,莲宝叶则,D,0,lián bǎo yè zé,这是果洛山的余脉，最高峰5369米，终年积雪，是藏区著名的神山。其藏文含义为尊严的玉石之峰，是当地藏民们的神山圣地，也是四川省级生态旅游示范区。,
72454,1,莎题,D,0,suō tí,古县名，在今河北省枣强县南。,
72455,1,文殪公路,D,0,wén yì gōng lù,甘肃省定西市境内连接国道G316线与G212线的交通联络线，北起陇西文峰镇，南接漳县殪虎桥，2025年入选“美丽公路”。,
72456,1,攸攸板,D,0,yōu yōu bǎn,内蒙古呼和浩特市回民区的一个镇名，有“百货俱全的房子”之意。,
72457,1,乌弋山离,D,0,wū yì shān lí,汉代对苏林王朝的称呼，音译自其首都亚历山大。,
72458,1,阿玛革冬,D,0,ā mǎ gé dōng,又叫哈米吉多顿，在基督教末世论中，指代世界末日时善恶决战的战场，象征着最终的决战和审判。,
72459,1,三池渊,F,0,sān chí yuān,是长白山火山爆发形成的天然湖泊，被朝鲜官方宣称为金正恩的诞生地。,
72460,1,丰溪里,F,0,fēng xī lǐ,是朝鲜唯一一座已公开的核试验场。,
72461,1,秋浦,F,0,qiū pǔ,安徽省池州市西古地名，因李白所作秋浦歌而知名。,
72462,1,浮丘山,F,0,fú qiū shān,黄山古称。,
72463,1,呈坎/埕坎,F,0,chéng kǎn,皖南古镇，被朱熹誉为“江南第一村”。,
72464,1,天涵宝月,F,0,tiān hán bǎo yuè,甲子年中秋于昆明曹溪寺月光透过天窗照在释迦牟尼佛像上的景观。,
72465,1,叶榆泽/楪榆泽,F,0,yè yú zé,对于洱海的古称。,
72466,1,循州梌井,D,0,xún zhōu tú jǐng,一口历史悠久的古井，建于隋朝，被称为惠州开城第一井。,
72467,1,老鸦岔垴,D,0,lǎo yā chà nǎo,河南省三门峡市下辖灵宝市的一座山峰，属于秦岭支脉华山山脉，海拔2413.8米，是河南省的最高峰。,
72468,1,曾母暗沙,D,0,zēng mǔ àn shā,位于中国南海的一组群礁，是中国领土的最南端区域。,
72469,2,北邙山/北芒山,D,0,běi máng shān,山名。在河南省洛陽縣北，古時王侯公卿多葬於此。,【例句】北邙山/北芒山下夜乌啼，才看青鸟至，又见湿萤飞。
72470,2,祭城,D,0,zhài chéng,位于郑州郑东新区，原为祭城镇，现为祭城办事处。,
72471,1,医巫闾山,D,0,yī wū lǘ shān,山名。在辽宁省北镇县西，人呼为广宁山，主峰名望海山。为阴山山脉分支。,
72472,1,基纳巴卢,W,0,Jī nà bā lú,东南亚最高峰。,
72473,1,邵原镇,W,0,Shào yuán Zhèn,河南省济源市下辖行政区，位于县级市最西北部，王屋山以西。,
72474,1,鹦鸽镇,W,0,Yīng gē Zhèn,陕西的一个乡镇，由于是鳌太线的重要起讫点之一闻名。,
72475,1,汈东街道,W,0,Diāo dōng Jiē dào,湖北省汉川市县城的一部分，位于汈汊湖以东。,
72476,1,瓢井镇,W,0,Piáo jǐng Zhèn,行政区划名，位于贵州大方，在县域北部。,
72477,1,拉僧仲,W,0,Lā sēng zhòng,乌海市海南区街道，得名于拉僧庙。,
72478,1,官垌镇,W,0,Guān dòng Zhèn,广西浦北县下辖行政区，该地出产的草鱼为国家地理标志产品。,
72479,1,石埇镇,W,0,Shí yǒng Zhèn,广西浦北县下辖行政区，位于县内东南角。,
72480,1,秦皇岛,W,0,Qín huáng dǎo,北戴河等著名景点。,
72481,1,九襄镇,W,0,Jiǔ xiāng Zhèn,四川省汉源县的一个行政区划，位于县域北部。,
72482,1,氡泉,W,0,dōng quán,火车站名，在吉林抚松仙人桥镇温泉村。,
72483,1,嵩屿街道,W,0,Sōng yǔ jiē dào,厦门市海沧区下辖行政单位，濒临海湾。,
72484,1,慕俄格,W,0,Mù é gé,一座古城，位于贵州大方。,
72485,1,沁园街道,W,0,Qìn yuán Jiē dào,河南省济源市市区的一部分，位于市区南部。,
72486,1,六硍镇,W,0,Liù yín zhèn,广西浦北县下辖行政区，六万大山主峰在该地。,
72487,1,巴音陶亥,W,0,Bā yīn táo hài,乌海市海南区下辖乡镇，蒙古语意为“饶河湾”,
72488,1,坭美乡,W,0,Ní měi Xiāng,四川省汉源县的一个彝族乡，位于县最南部。,
72489,1,马烈乡,W,0,Mǎ liè Xiāng,四川省汉源县的一个行政区划，位于县域西部，得名于同名彝族土司。,
72490,1,罗斛,W,0,Luó hú,宋代时期高棉人在泰国湾以北建立的一个独立王国。,
72491,1,南桐矿区,W,0,Nán tóng Kuàng qū,老地名，即今天的重庆万盛经开区。,
72492,1,横梁新篁,W,0,Héng liáng xīn huáng,南京市六合区古镇。,
72493,3,虎现,W,0,Hǔ xiàn,山西省榆次区乌金山镇的一个村子。,
72494,1,涌金门,W,0,Yǒng jīn Mén,杭州古城门之一，位于西湖边。,
72495,1,羊城,D,0,yáng chéng,广州的别名。,
72496,1,钱凯港,D,0,qián kǎi gǎng,一座位于秘鲁瓦拉尔省钱凯区的航运港口。它由中远海运港口秘鲁钱凯公司开发，该公司由中国国有航运和物流公司中国远洋海运集团与秘鲁公司火山矿业公司联合成立。,
72497,1,松茂古道,D,0,sōng mào gǔ dào,起于都江堰、止于松潘，全长700余里的一条古代道路，三国时已开通，唐宋以后成为“茶马互市”与“南方丝绸之路”的咽喉。,
72498,1,匡庐,D,0,kuāng lú,指江西的庐山。相传殷周之际有匡俗兄弟七人结庐于此，故称。,【例句】匡庐今在目，洞府想丹成。
72499,1,魍港,D,0,Wǎng Gǎng,台湾古港口。一作莽港。,
72500,1,特拉布宗,W,0,Tè lā bù zōng,土耳其东北部港口城市，临黑海，出口烟草和坚果等商品。,
72501,1,皎漂港,W,0,Jiǎo piāo gǎng,缅甸在孟加拉湾出海口，中国获得其99年租借权。,
72502,1,喀尔巴阡,W,0,Kā ěr bā qiān,欧洲中部山脉，在多瑙河中游以北。,
72503,1,犀溪镇,W,0,Xī xī Zhèn,宁德市寿宁县东北部小镇，以漂流旅游为主要经济来源、,
72504,1,东四十条,W,0,Dōng sì Shí tiáo,北京地铁2号线的一站，因为经常被外地人断句错误而广为人知。,
72505,1,茨刺垴,W,0,Cí cì nǎo,山西省榆次区乌金山镇的一个村子，因为山坡长满沙棘而得名。,
72506,1,拘萨罗,W,0,Jū sà luó,印度古国，释迦牟尼曾在此居住25年。,
72507,1,悦般,W,0,Yuè Pán,魏晋南北朝时期北匈奴在北疆建立的国家。,
72508,2,桦皮岭,N,0,huà pí lǐng,旅游景区名，坐落在燕山余脉的大马群山之中。,
72509,2,日高山脉,N,0,rì gāo shān mài,是日本北海道后志山系的最南段。,
72510,2,汨渚,Y,0,mì zhǔ,汨罗江边，特指屈原沉水处。,【例句】南朝宋・颜延之《祭屈原文》：“访怀沙之渊，得捐佩之浦。弭节罗潭，舣舟汨渚。”
72511,1,甓社湖,D,0,pì shè hú,湖名，在江苏高邮西北。传说中湖里有大珠。,【例句】宋・黄庭坚《呈外舅孙莘老》诗之二：“甓社湖中有明月，淮南草木借光辉。”
72512,1,蟂矶,D,0,xiāo jī,地名。在安徽芜湖西江中，上面曾经有灵泽夫人的祠堂，传说中她即为刘备夫人、孙权妹妹。,【例句】明・朱国祯《涌幢小品・蟂矶》：“芜湖江心有磯，磯上有祠，祠孙夫人，曰蟂磯。”
72513,1,巴耶利峇,D,0,bā yē lì bā,这是新加坡东部的一个地铁站与附近的一个社区的名字，马来语含义为“大沼泽”。,
74001,3,峨赤小片,W,0,é chì xiǎo piàn,西南官话的一个分区的分区,
74002,1,鄂伦春族,N,0,è Lún chūn Zú,中国少数民族之一，分布于东北。,
74003,3,儿,L,0,ér,自己的，用于古代妇女称自己丈夫。,
74004,3,祸与福邻,N,0,huò yǔ fú lín,祸与福相邻，不知道它怎样发生。,【例句】《荀子・大略》：“庆者在堂，吊者在闾，祸与福邻，莫知其门。”
74005,0,吉纳维芙,W,0,jí nà wéi fú,2014年从中太平洋进入西太平洋的飓风。,
74006,3,珈玛,Y,2,jiā mǎ,武汉珈玛家具有限公司于2018年01月21日在中国商标网注册成立的品牌。,
74007,3,狆苗,J,0,zhòng miáo,布依族的旧称,
74008,1,羯族,P,0,Jié-ú,三国两晋时期西北的少数民族。,
74009,3,金坷垃,Y,0,Jīn-kē-lā,美国圣地亚哥公司生产的一种复合肥。,
74010,0,楛矢石砮,W,0,hù shǐ shí nǔ,关东最古老的民族的一种奇特物产。,
74011,1,林胡,V,0,lín hú,古族名。战国时分布在今山西朔县北至内蒙古自治区内。从事畜牧，精骑射。战国末为赵将李牧击败，遂归附于赵。,
74012,1,循蜚/循飞,U,0,xún fēi,传说太古时代十纪中的第七纪,
74013,3,大嚞,W,0,Dà Zhé,北斗卫星的第三颗吉星的名称。,
74014,1,仇犹/仇由,W,0,chóu yóu,在古文献中亦作仇由、仇繇、仇首等等，是白狄的一支。,
74015a,2,傈僳族,P,0,lì sù zú,我国少数民族之一。主要分布在云南省怒江、澜沧江流域。人口约五十七万。,
74015b,2,傈僳族,H,0,lì sù zú,我国少数民族之一。主要分布在云南省怒江、澜沧江流域。人口约五十七万。,
74016,1,绒巴,N,0,róng bā,民族名，也叫雷布查人，多生活在印度、锡金、尼泊尔等地区。,
74017,1,侗族,N,0,dòng zú,是中国的一个少数民族，民族语言为侗语。,
74018,1,哈尼奕车,N,0,hā ní yì chē,奕车人，哈尼族支系，奕车是哈尼族支系中最古老的一支。,
74020,1,白霫,N,0,bái xí,是中国古代少数民族，铁勒十五部之一。,【例句】《旧唐书・北狄传・铁勒》：铁勒，本匈奴别种，白霫为其一部，居潢水之北。
74021,1,哥特,N,0,gē tè,是东日耳曼人部落的一支分支部族，公元二世纪开始定居在乌克兰大草原。,
74022,1,凤凰传奇,N,0,fèng huáng chuán qí,中国内地流行乐演唱组合，成立于1998年，由玲花、曾毅组成。,
74023,1,玖月奇迹,N,0,jiǔ yuè qí jì,是中国内地器乐演唱组合名，由王小海、王小玮组成。,
74024,1,葱茈羌,W,0,Cōng zǐ qiāng,汉代少数民族，居住于现今的青藏高原一带。,
74025,1,野番,W,0,yě fān,台湾土著居民。,
74026,1,达罗毗荼,W,0,Dá luó pí tú,印度南部的一个语系，也指这个语系的使用民族。,
74027,1,估倧,N,0,gū zōng,我国少数民族之一，多分布于西藏和云南。,
74028,1,桑人,N,0,sāng rén,指布希族的人，古籍中也指养蚕的人。,
74029,1,米娜,W,0,mǐ nà,2019第18号台风，于国庆节前后接近大陆。,
74030,3,马勒卡,W,0,mǎ lè kǎ,2016年第16号超强台风,
74031,1,珞巴族,M,0,luò bā zú,我国少数民族之一，主要分布在西藏东起察隅，西至门隅之间的珞渝地区，主要从事农业和狩猎。,
74032,1,花瑶,N,0,huā yáo,中国少数民族之一，大多数分布于湖南省境内雪峰山的东北，全国约2万人。,
74033,2,帕坦族,W,0,Pà tǎn zú,阿富汗南部的主要居民，又叫普什图人。,
74034,1,广府民系,W,0,Guǎng fǔ mín xì,使用粤语的汉族人的总称。,
74035,1,站峙,N,0,zhàn zhì,是海南渔民对长期生活在沙洲上的人的比喻称呼。,
74036,1,瓦剌,N,0,wǎ lá,也叫卫拉特，是历史上蒙古族的一个族群。,
74037,1,獯粥/荤鬻/獯鬻/薰育/荤粥/熏鬻,G,0,xūn yù,匈奴一个部族的称呼。,【例句】《孟子・梁惠王下》：“惟智者为能以小事大，故太王事獯鬻，勾践事吴。”赵岐注：“獯鬻，北狄彊者，今匈奴也。”
74038,1,蟳埔女,D,0,Xún Bù nǚ,福建三大渔女之一，其生活方式保留了许多闽南传统习俗。,
74039,1,条顿,Y,0,tiáo dùn,印欧民族之一，是古日耳曼人的一个分支，后世也作为对德国人的称呼。,
74040,1,柏柏尔人,D,0,bó bó ěr rén,北非的一个民族，主要分布在摩洛哥、阿尔及利亚、利比亚、突尼斯和马里等国家。,
74041,1,百濮,F,0,bǎi pú,古称西南少数民族。,
74042,2,集美大学,D,0,jí měi dà xué,位于中国福建省厦门市的一所综合性大学，由爱国华侨领袖陈嘉庚先生创办，具有悠久的历史和深厚的文化底蕴。,
74043,1,俾路支族,W,0,bǐ lù zhī zú,巴基斯坦的一个少数民族,
74044,2,涅涅茨,W,0,Niè niè cí,俄罗斯原住民民族，人口约4万。,
74046,1,盎格鲁人,D,0,àng gé lǔ rén,来自丹麦半岛南部和邻近地区的日耳曼人，是现代英格兰人的源流之一。,
75019,1,賨人,N,0,cóng rén,历史上的少数民族，又称寅人、板楯蛮。,【例句】《晋书・卷一二〇・李特载记》：“巴人谓赋为賨，因谓之賨人焉。”
75028,1,芨芨槽子,L,0,Jí jí cáo zi,乌鲁木齐市天山区的一个村子。,
76001,1,共纾国难,N,0,gōng shū guó nàn,共同解除国家的危难。,
76002,2,胡子拉碴,H,0,hú zi lā chā,男人满脸胡子未加修饰。显示出颓废，脏乱的感觉。,
76003,3,防左击腮,L,0,fáng zuǒ jī sāi,剑术的一个招式。,
76004,1,君莫舞,V,0,jūn mò wǔ,犹言你不要得瑟，不要得意忘形。,
76005,3,重拳出击,V,0,zhòng quán chū jī,予以坚决而有力的打击。,
76006,3,万事胥备,U,0,wàn shì xū bèi,所有事情都准备好了,
76007,3,诸君慢雅,N,0,zhū jūn màn yǎ,意思为你们慢慢雅兴，多有我先走了的意思。,
76008,1,雨露均沾,N,0,yǔ lù jūn zhān,平等地对待事物和人。,
76009,1,酒店下榻,N,0,jiǔ diàn xià tà,指人入住到某个酒店或宾馆内。,
76010,3,神格不度,N,0,shén gé bù duó,形容神灵的行踪不是凡人能够预测的。,
76011,3,之虞,N,0,zhī yú,……的忧虑。,【例句】清・曹雪芹《红楼梦》第二十一回：“彼含其劝，则无参商之虞矣；戕其仙姿，无恋爱之心矣；灰其灵窍，无才思之情矣。”
76012,3,屡教不悛,N,0,lǚ jiào bù quān,多次告诫，仍不悔改。,【例句】明・沈德符《万历野获编・戮子》：“嘉靖末年，新郑故都御史高捷，有子不才，屡戒不悛，因手刃之。”
76013,3,铁杵为针,N,0,tiě chǔ wéi zhēn,比喻只要有毅力，肯下苦功，事情就能成功。,
76014,3,繄我独无,N,0,yī wǒ dú wú,短语，单单就我一个没有。,
76015,3,舳舻相连,N,0,zhú lú xiāng lián,形容船只很多，首尾相连的样子。,
76016,3,静水流觞,N,0,jìng shuǐ liú shāng,在平静的水面上漂水杯。,
76017,3,天降甘霖,N,0,tiān jiàng gān lín,形容从天而降的及时雨，救星。,【例句】峻青《秋色赋・在干旱的日子里》：“天旱了，人们去求它普降甘霖。”
76018,1,虎躯一震,N,0,hǔ qū yī zhèn,常用短语，指身体因为震惊而颤抖了一下。,
76019,3,楦我嘴里,N,0,xuàn wǒ zuǐ lǐ,是一个现代常用短语，是指把吃的疯狂塞入我的嘴里面。,
76020,2,猪突猛进,N,0,zhū tū měng jìn,形容像野猪一样突进。,
76021,1,曝尸街头,N,0,pù shī jiē tóu,指人死后被人抛弃到了街头，尸体裸露在外。,
76022,3,令人感叹,N,0,lìng rén gǎn tàn,形容一件事情令人感到十分的愤慨。,
76023,3,你说得对,N,0,nǐ shuō de duì,口语，对对方说的话和这件事表示肯定。,
76024,3,按图索骏,N,0,àn tú suǒ jùn,按照图纸上的画像寻找骏马，比喻按规矩办事。,
76025,3,万物竞发,N,0,wàn wù jìng fā,指万物生长，重新焕发生机。,
76026,3,探骊获珠,N,0,tàn lí huò zhū,在骊龙的颔下取得宝珠，比喻诗文写作抓住了关键。,
77001,3,咯鱼刺,H,0,gā yú cì,鱼刺卡在喉咙里。,
77002,3,掰腕子,H,0,bāi wàn zi,掰手腕，比喻角力。,
77003,1,坐冷板凳,W,0,zuò lěng bǎn dèng,比喻长期受到漠视。,
77004,1,缉鞋口,P,0,jī xié kǒu,用相连的针脚密密地缝鞋口。,
77005,3,焞耀天地,N,0,tūn yào tiān dì,指光明照耀着天地。,
77006,3,恕我直言,N,0,shù wǒ zhí yán,日常短语，请原谅我有话直说。,
77007,3,犹在眼前,N,0,yóu zài yǎn qián,指就像在眼前一样。,
77009,3,觍着脸,N,0,tiǎn zhe liǎn,现代口头语，指厚着脸皮。,
77010,3,开小灶,N,0,kāi xiǎo zào,比喻暗中提供超出一般的待遇或条件。,
77011,3,随地吐痰,N,0,suí dì tǔ tán,这是一种不文明的现象，指不管在什么场合都故意吐痰。,
77012,3,上房揭瓦,N,0,shàng fáng jiē wǎ,形容小孩十分调皮。,
77013,3,无所附丽,N,0,wú suǒ fù lì,指没有什么可以依附。,
77014,3,拎桶,N,0,līn tǒng,指用手把桶提起来。,
77015,3,请勿嬉水,N,0,qǐng wù xī shuǐ,一个文明标语，指不要乱玩水。,
77016,3,有悖孝道,N,0,yǒu bèi xiào dào,网络用语，指有悖于孝顺的道义。,
77017,3,趿拉拖鞋,N,0,tā lā tuō xié,指拖鞋触碰地板发出噼里啪啦的声音。,
77018,3,楦砂糖橘,N,0,xuàn shā táng jú,指大口吃砂糖橘。,
77019,3,攫取利益,N,0,jué qǔ lì yì,指用没有下限的手段谋取私自的利益。,
78001,3,灰不溜丢,X,0,huī bu liū diū,状态词，形容灰色。,
78002a,3,降维打击,Q,0,jiàng wéi dǎ jī,把立体压为平面。,
78002b,3,降维打击,N,0,jiàng wéi dǎ jī,指两方的实力差距太大，一方对另一方形成碾压打击。,
78003,3,炯炯牡马,N,0,jiǒng jiǒng mǔ mǎ,肥壮的公马。,【例句】《诗・鲁颂・駉》：駉駉牡马，在坰之野，炯炯牡马，力能致远。
78004,3,按求索骥,N,0,àn qiú suǒ jì,按照要求寻找结果。,
78005,3,卑以自责,N,0,bēi yǐ zì zé,谦卑内疚。,
78006,3,临门一脚,W,0,lín mén yī jiǎo,引申为在整个行动中能起决定性作用的一个动作，最后的也是最关键的一次努力。,
78007,3,神色黯然,N,0,shén sè àn rán,指人脸上气色不好，心思重重。,【例句】王云根《难言的代价》：“他的神色黯然。”
78008,3,山势陡峭,N,0,shān shì dǒu qiào,指山脉的坡度很陡，峭壁很多。,
